"Location","Site","Section","sample","min_depth","max_depth","midpoint","K","K_sd","K_ICP","K_ICP_sd","K_fit_OLS","K_lwr_OLS","K_upr_OLS","K_fit_WLS","K_lwr_WLS","K_upr_WLS"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-1.94880716624657,-0.0974403583123283,3.88560818306249,0.194280409153125,2.87770652465543,1.49781171934932,4.25760132996154,2.69279039151523,0.937530007765847,4.44805077526462
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,-1.41510004809261,-0.0707550024046305,3.84280155325921,0.192140077662961,3.12193146124719,1.7422403325404,4.50162258995397,3.15810896889713,1.72702126010193,4.58919667769234
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,-1.50286800873964,-0.075143400436982,3.48328739754594,0.174164369877297,3.08176875047437,1.70224518863573,4.46129231231302,3.08158748136433,1.59724493368154,4.56593002904712
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,-2.2511958074379,-0.112559790371895,3.71602440999666,0.185801220499833,2.73933316554329,1.3580251454136,4.12064118567299,2.42914944023415,0.48994556561562,4.36835331485267
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,-1.87135890763456,-0.093567945381728,4.17695845215305,0.208847922607653,2.91314692896198,1.53346318667478,4.29283067124918,2.76031453030262,1.05213941644528,4.46848964415997
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,-2.27486482946813,-0.113743241473406,3.95572221585921,0.19778611079296,2.72850219625715,1.34704402619291,4.1099603663214,2.40851333611543,0.454905449623083,4.36212122260777
"Bird Island","BI10","BI10.2",45,44,45,44.5,-2.46910073848453,-0.123455036924226,5.30133208664817,0.265066604332409,2.63961964073221,1.25671297577161,4.02252630569282,2.23916656560089,0.167326161453183,4.3110069697486
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,-2.04323660133289,-0.102161830066644,2.95242175786957,0.147621087893478,2.83449551619798,1.4542600712009,4.21473096119506,2.61046102227368,0.797775813876268,4.42314623067108
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,-2.43851078206694,-0.121925539103347,4.67895935429177,0.233947967714588,2.65361763684715,1.27096465232339,4.0362706213709,2.26583676451381,0.212619813400397,4.31905371562723
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,-2.04657148269377,-0.102328574134688,2.52756423061713,0.126378211530856,2.83296947099229,1.45272032334224,4.21321861864234,2.60755346830297,0.792839940667182,4.42226699593876
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,-1.82219523790358,-0.0911097618951789,3.71797430931724,0.185898715465862,2.93564427575435,1.55606255314771,4.31522599836099,2.80317843089518,1.12488624120129,4.48147062058908
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,-1.89997793704544,-0.094998896852272,2.9583811143827,0.147919055719135,2.90005083111085,1.52029627028205,4.27980539193964,2.73536270635546,1.00978985299149,4.46093555971944
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,-2.33270430960542,-0.116635215480271,4.27103361378416,0.213551680689208,2.70203478953061,1.32018559014394,4.08388398891728,2.35808533225614,0.369275378621797,4.34689528589049
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,-3.24094639008958,-0.162047319504479,3.36097883746032,0.168048941873016,2.2864222616643,0.893974066839894,3.6788704564887,1.5662242188592,-0.975824527429065,4.10827296514746
"Bird Island","BI10","BI10.3",95,93,94,93.5,-1.62698889047715,-0.0813494445238577,3.24345655081456,0.162172827540728,3.02497090491273,1.64554921739607,4.40439259242939,2.97337128909532,1.41367431489542,4.53306826329522
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,-1.37516982400393,-0.0687584912001964,3.41336143836337,0.170668071918168,3.140203573637,1.76041002534766,4.51999712192635,3.19292258564587,1.78605430156253,4.59979086972922
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,-1.90267718039763,-0.0951338590198813,2.97663487229103,0.148831743614552,2.89881565452408,1.51905398030577,4.27857732874239,2.73300934056002,1.00579550793633,4.46022317318372
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,-2.3979257145073,-0.119896285725365,3.01234257472727,0.150617128736364,2.67218940629555,1.28985825245642,4.05452056013467,2.30122131393695,0.272711171689689,4.32973145618422
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,-2.50322687353934,-0.125161343676967,2.39380124185013,0.119690062092506,2.62400348556698,1.24080255364527,4.00720441748869,2.20941330941392,0.116795287722899,4.30203133110494
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,-3.06128811009795,-0.153064405504898,2.90038607996047,0.145019303998024,2.36863407887016,0.978943448851411,3.75832470888891,1.7228613189034,-0.709695902746768,4.15541854055357
