"Location","Site","Section","sample","min_depth","max_depth","midpoint","Ni","Ni_sd","Ni_ICP","Ni_ICP_sd","Ni_fit_OLS","Ni_lwr_OLS","Ni_upr_OLS","Ni_fit_WLS","Ni_lwr_WLS","Ni_upr_WLS"
"Bird Island","BI10","BI10.7",271,265,266,265.5,-5.12568964350544,-7.42827439991922,2.68580424723322,-3.13603432976437,2.24865578319668,0.804661164088403,3.69265040230495,2.25713604694889,0.829227588841329,3.68504450505645
"Bird Island","BI10","BI10.7",280,275.9,276.9,276.4,-5.15043992238244,-7.45302570540618,2.71487306169614,-1.86697168005973,2.24610781748762,0.802151424075922,3.69006421089932,2.25395313962162,0.824773398024159,3.68313288121907
"Bird Island","BI10","BI10.8",300,289.7,290.8,290.3,-5.09019844177707,-7.39278320992699,2.66942931153879,-2.38290330111435,2.25230949414783,0.808255152412166,3.6963638358835,2.26170024626949,0.835608561215797,3.68779193132318
"Bird Island","BI10","BI10.8",303,293.4,294.4,293.9,-5.13666988665219,-7.43925480949804,2.5384132028606,-2.18687136131555,2.24752540066022,0.803548087151837,3.69150271416861,2.25572397815804,0.827251964871867,3.68419599144421
"Bird Island","BI10","BI10.8",311,303.1,304,303.6,-5.11495968005523,-7.41754477304928,2.48982097468842,-2.11939403099599,2.24976040020186,0.805748335188681,3.69377246521504,2.25851592955372,0.831157504635021,3.68587435447242
"Bird Island","BI10","BI10.8",318,311.7,312.8,312.2,-5.14852192846117,-7.45110753798579,2.21542051765197,-2.46404713413631,2.24630526911093,0.802346013978665,3.6902645242432,2.25419979530319,0.825118697295351,3.68328089331104
"Bird Island","BI10","BI10.8",326,321.7,322.8,322.2,-5.28607402309447,-7.58865970878747,2.20124044759096,-3.44193466102084,2.23214470057447,0.788347841066908,3.67594156008203,2.23651047664679,0.800301213140115,3.67271974015346
"Bird Island","BI10","BI10.9",342,332.1,333.1,332.6,-5.13694352241033,-7.43952878559917,2.91751933670332,-1.77975374718881,2.24749723069365,0.803520341384152,3.69147412000315,2.25568878836224,0.827202721929241,3.68417485479525
"Bird Island","BI10","BI10.9",348,339.5,340.5,340,-5.12337967014517,-7.42596476313921,2.74257474681014,-1.87596315075881,2.24889358790749,0.804895257650106,3.69289191816487,2.25743311152625,0.82964312245105,3.68522310060146
"Bird Island","BI10","BI10.9",361,355.7,356.7,356.2,-5.34019721206208,-7.64278126228749,2.18106683818404,-2.81512643776792,2.22657288337437,0.782816099146097,3.67032966760264,2.22955018760938,0.790506476954686,3.66859389826406
"Bird Island","BI10","BI10.9",365,360.7,361.7,361.2,-5.05622378659072,-7.35880840859525,3.42696109781462,-0.0840216626427716,2.25580708125875,0.811690151695539,3.69992401082196,2.26606941638962,0.841709993397724,3.69042883938151
"Bird Island","BI10","BI10.9",372,369.1,371,370.1,-5.16334041924131,-7.46592586172984,2.94177243076844,-1.8806162898199,2.24477975068928,0.800842166431409,3.68871733494716,2.25229412453812,0.822450349093168,3.68213789998308
"Bird Island","BI10","BI10.10",379,367.3,368.4,367.9,-5.15791754070728,-7.4605024598992,2.81805821598564,-2.71992849453142,2.24533801949174,0.801392621677471,3.68928341730601,2.25299151142038,0.823426987929199,3.68255603491155
"Bird Island","BI10","BI10.10",386,375.7,376.6,376.1,-5.11973244896973,-7.42231787654504,2.85138962939041,-1.84965663705602,2.24926905820156,0.805264818527242,3.69327329787588,2.25790214733232,0.83029914611164,3.685505148553
"Bird Island","BI10","BI10.10",390,380.5,381.5,381,-5.21421025285122,-7.51679479424575,2.30338820841051,-2.96129107951145,2.23954285649882,0.795671993275098,3.68341371972254,2.24575221982106,0.813280625499094,3.67822381414302
"Bird Island","BI10","BI10.10",392,382.9,384,383.4,-5.10305984134581,-7.40564493433985,2.58404314460044,-2.53793168698747,2.25098545229625,0.806953421106998,3.69501748348549,2.26004625913141,0.833297053870668,3.68679546439215
"Bird Island","BI10","BI10.10",396,387.7,388.8,388.2,-5.2559427859136,-7.5585271120994,1.68091159440449,-2.60689457109794,2.23524661952616,0.791421619155712,3.67907161989661,2.24038537987836,0.805746858685072,3.67502390107165
"Bird Island","BI10","BI10.10",403,396.3,397.4,396.8,-5.14957120772711,-7.45215664543636,2.35018263484354,-1.7705457497556,2.24619724901135,0.802239561536704,3.690154936486,2.25406485707965,0.824929796643746,3.68319991751555
"Bird Island","BI10","BI10.10",410,404.6,405.6,405.1,-5.06991916512086,-7.37250393979203,2.58170230829807,-2.6964658248406,2.25439718381716,0.810306121210164,3.69848824642416,2.26430817883387,0.839251282300248,3.68936507536749
"Bird Island","BI10","BI10.11",422,409.9,410.9,410.4,-5.19159545800618,-7.49418127002095,2.4378724235568,-2.41164135172724,2.24187098064113,0.797971922919658,3.6857700383626,2.24866050204991,0.817358979050354,3.67996202504946
"Bird Island","BI10","BI10.11",424,412.2,413.2,412.7,-5.16368473051468,-7.46627017312357,2.56663514495377,-2.68763933235179,2.24474430489402,0.800807212178225,3.68868139760982,2.25224984580978,0.822388334259027,3.68211135736053
"Bird Island","BI10","BI10.11",427,415.8,416.8,416.3,-5.1731781650571,-7.47576343452597,2.36941300584835,-2.50506457443481,2.24376698476783,0.799843230546286,3.68769073898938,2.25102898189482,0.820678176070378,3.68137978771926
"Bird Island","BI10","BI10.11",439,430.3,431.3,430.8,-5.13578431714995,-7.43836873015383,2.33016076800208,-2.96697313076068,2.24761656733903,0.803637878635881,3.69159525604217,2.255837863164,0.827411327206846,3.68426439912116
"Bird Island","BI10","BI10.11",443,435.2,436.3,435.7,-5.14174311166709,-7.44432786263398,2.37522642873361,-1.74018250037991,2.24700312762094,0.803033622888712,3.69097263235316,2.25507155702157,0.826338926848502,3.68380418719464
"Bird Island","BI10","BI10.11",449,442.8,443.8,443.3,-5.16649959132751,-7.4690850349219,0.995395708692434,-4.0342713206231,2.24445452356014,0.800521428950141,3.68838761817014,2.25188785226817,0.821881316351672,3.68189438818467
"Bird Island","BI10","BI10.12",461,447.5,448.7,448.1,-5.34152303309183,-7.64410854374701,1.73143597716126,-2.72180735326369,2.2264363941438,0.782680422771621,3.67019236551599,2.22937968587518,0.790266332602848,3.66849303914752
"Bird Island","BI10","BI10.12",465,452.8,453.9,453.4,-4.98243595920116,-7.28502076053688,1.97315341092012,-2.97218398374394,2.26340331299693,0.819132204067369,3.70767442192649,2.27555859498146,0.854938085205067,3.69617910475786
"Bird Island","BI10","BI10.12",469,458.3,459.3,458.8,-5.14699089962973,-7.44957633645065,1.83470170676368,-2.60798120336407,2.24646288385869,0.802501332249621,3.69042443546775,2.25439668693864,0.82539431537373,3.68339905850355
"Bird Island","BI10","BI10.12",475,466.1,467.2,466.6,-5.20939152331893,-7.51197625034768,1.8407543670413,-1.60185776448418,2.24003893000451,0.796162256040867,3.68391560396816,2.24637191261776,0.814149882408364,3.67859394282715
"Bird Island","BI10","BI10.12",479,471.4,472.4,471.9,-5.19683662749942,-7.49942226259276,2.30253872631913,-2.18566458031479,2.24133141823012,0.797439103902226,3.68522373255801,2.24798648310788,0.816414048514964,3.6795589177008
"Bird Island","BI10","BI10.12",484,478.2,479.2,478.7,-5.21494764567965,-7.51753237066939,2.59941752888562,-0.769135150803154,2.23946694415657,0.795596960721836,3.6833369275913,2.24565739046385,0.813147594457543,3.67816718647015
"Bird Island","BI10","BI10.13",506,473.4,474.5,474,-5.14416845815092,-7.44675406543172,2.35026307606215,-2.09749687462427,2.246753445599,0.80278763224116,3.69071925895685,2.25475965536047,0.825902379865698,3.68361693085524
"Bird Island","BI10","BI10.13",519,491,492,491.5,-5.23155070456096,-7.534135797555,2.68707445152709,-2.55598648031698,2.23775770989277,0.793906874596604,3.68160854518894,2.24352222269337,0.810151453991892,3.67689299139484
"Bird Island","BI10","BI10.13",522,494.8,495.8,495.3,-5.2770058781555,-7.57959116693237,2.61477393442688,-2.02500122875375,2.23307823843334,0.789273348432737,3.67688312843394,2.23767664794992,0.801940653033409,3.67341264286644
"Bird Island","BI10","BI10.13",525,498.7,499.7,499.2,-4.98447293284749,-7.28705861034786,2.57368599778711,-0.797667711326102,2.26319361277388,0.818927095452578,3.70746013009518,2.27529663840406,0.854573342715915,3.69601993409221
"Bird Island","BI10","BI10.13",529,503.9,505.1,504.5,-4.94449241999643,-7.24707737259091,4.00138265169068,-0.913316028195531,2.26730948461036,0.822949365668691,3.71166960355203,2.28043816702821,0.861727812895535,3.69914852116089
"Isla Hermite","HER42PB","HER42PB_1A",3,2.5,3.7,3.1,-5.22423880911264,-7.52682334494759,1.60257836181889,-2.14817649500197,2.23851044722406,0.794651335191895,3.68236955925623,2.24446253878897,0.811471132926916,3.67745394465103
"Isla Hermite","HER42PB","HER42PB_1A",5,5.3,6.5,5.9,-5.14642374625007,-7.44900918287604,1.70606525222041,-2.08374011934098,2.24652127056901,0.802558865522537,3.69048367561548,2.25446962335511,0.825496411717474,3.68344283499274
"Isla Hermite","HER42PB","HER42PB_1A",7,8.1,9.3,8.7,-5.01208634636357,-7.31467143935762,1.58939385885694,-1.5854650807751,2.26035089608779,0.81614474451385,3.70455704766173,2.27174552947926,0.849626446101621,3.6938646128569
"Isla Hermite","HER42PB","HER42PB_1A",9,10.9,12.1,11.5,-5.12680501933801,-7.42939078624418,1.65661319128261,-1.75766943011725,2.2485409586572,0.804548122715117,3.69253379459928,2.25699260864956,0.829026936407304,3.68495828089181
"Isla Hermite","HER42PB","HER42PB_1A",13,16.3,17.5,16.9,-5.15150503235075,-7.45409064341853,1.84867273514208,-1.87272990911207,2.24599816766553,0.802043356144291,3.68995297918677,2.25381616555602,0.824581635504313,3.68305069560772
"Isla Hermite","HER42PB","HER42PB_1A",16,20.5,21.6,21.1,-5.03349059807228,-7.33607507719542,1.85528283308029,-1.44426089528348,2.25814739366858,0.813985626533822,3.70230916080333,2.26899292414754,0.845788825338873,3.6921970229562
"Isla Hermite","HER42PB","HER42PB_1A",20,26.1,27.3,26.7,-5.10399691856819,-7.40658151752595,2.05952593217641,-1.42071465697524,2.25088898305478,0.806858547724297,3.69491941838526,2.25992575018797,0.833128600568189,3.68672289980775
"Isla Hermite","HER42PB","HER42PB_1A",25,33.1,34.1,33.6,-5.06633047310427,-7.36891493173331,2.40585534898045,-2.32714821146914,2.25476662871287,0.810668871256473,3.69886438616928,2.26476968773935,0.839895660914469,3.68964371456424
"Isla Hermite","HER42PB","HER42PB_1A",28,37.1,38.2,37.7,-5.07982654240144,-7.3824113139032,2.17124647299971,-1.55429696675961,2.25337724954882,0.809304362663981,3.69745013643366,2.26303408152381,0.837471942187523,3.68859622086009
"Isla Hermite","HER42PB","HER42PB_1A",31,41.2,42.3,41.7,-5.12381059916661,-7.42639636405782,2.19498131688565,-1.42064767689457,2.24884922507929,0.804851589001212,3.69284686115737,2.25737769368039,0.829565606380108,3.68518978098067
"Isla Hermite","HER42PB","HER42PB_1B",40,43.1,44.2,43.7,-5.08016770396501,-7.38275215375518,2.15773626898698,-1.36562874552094,2.25334212800657,0.809269858979612,3.69741439703354,2.26299020785088,0.83741066021848,3.68856975548327
"Isla Hermite","HER42PB","HER42PB_1B",48,54,55.1,54.5,-5.20157203524827,-7.5041569466849,2.406559113111,-1.09335424046372,2.24084392244785,0.796957592315318,3.68473025258038,2.24737750556479,0.815560165619625,3.67919484550995
"Isla Hermite","HER42PB","HER42PB_1B",50,56.7,57.8,57.2,-5.09172588811096,-7.39431114377539,1.67214834162935,-2.7675073980618,2.25215224820727,0.808100595855537,3.69620390055901,2.26150381534633,0.835334092280168,3.6876735384125
"Isla Hermite","HER42PB","HER42PB_1B",56,64.7,65.8,65.2,-5.06935684664827,-7.37194225778634,2.11058501933455,-1.90125832267249,2.25445507278855,0.810362965059646,3.69854718051745,2.26438049347709,0.839352256092929,3.68940873086126
"Isla Hermite","HER42PB","HER42PB_1B",60,69.9,70.9,70.4,-5.07688648100894,-7.379470772632,2.36146997928904,-1.11229809453886,2.25367991990045,0.809601686299206,3.69775815350169,2.26341217596854,0.838000029651641,3.68882432228543
"Isla Hermite","HER42PB","HER42PB_1B",63,73.7,74.8,74.3,-5.08947138003068,-7.39205582380877,2.14834005974898,-2.134746628345,2.2523843429367,0.808328717296623,3.69643996857678,2.26179374704059,0.835739203163977,3.6878482909172
"Isla Hermite","HER42PB","HER42PB_1B",69,81.5,82.5,82,-5.06286871447432,-7.36545412355491,2.49680124609723,-1.08232734411072,2.25512300620365,0.811018734680238,3.69922727772706,2.26521487290124,0.840517176279564,3.68991256952291
"Isla Hermite","HER42PB","HER42PB_1C",80,86.5,87.8,87.2,-5.0378293226205,-7.34041379907444,2.05677760547082,-1.76449103934426,2.25770073521172,0.813547708668637,3.7018537617548,2.26843496040805,0.845010596981122,3.69185932383498
"Isla Hermite","HER42PB","HER42PB_1C",86,94.8,96,95.4,-5.13142726456006,-7.43401269607121,2.04555782040554,-2.0896087328455,2.24806511261186,0.804079605433047,3.69205061979067,2.25639818390554,0.828195332733666,3.68460103507742
"Isla Hermite","HER42PB","HER42PB_1C",90,100.2,101.4,100.8,-5.17422326540389,-7.47680871171669,1.99802603063238,-2.56792344267183,2.24365939487524,0.799737083756748,3.68758170599372,2.2508945810839,0.820489878663037,3.68129928350477
"Isla Hermite","HER42PB","HER42PB_1C",91,101.6,103.1,102.3,-5.14292465835744,-7.44551026499897,2.03501905937351,-1.72000019496425,2.2468814909935,0.802913787947734,3.69084919403927,2.25491960909254,0.826126260198979,3.68371295798611
"Isla Hermite","HER42PB","HER42PB_1C",97,109.8,111,110.4,-5.11449293962934,-7.41707869828911,1.89511119862507,-3.34493727284404,2.2498084497049,0.805795613819495,3.69382128559031,2.25857595277725,0.831241438447732,3.68591046710677
"Isla Hermite","HER42PB","HER42PB_1C",104,119.2,120.3,119.8,-5.11045352993316,-7.41303795994539,2.08154393185801,-1.36989466625584,2.25022429461081,0.80620474542054,3.69424384380107,2.2590954243672,0.831967791538902,3.68622305719549
"Isla Hermite","HER42PB","HER42PB_1D",118,127.3,128.4,127.8,-5.22541361918202,-7.52799778248619,2.07913795435187,-2.07495661402017,2.23838950411121,0.79453173846701,3.6822472697554,2.24431145719524,0.811259119409976,3.67736379498051
"Isla Hermite","HER42PB","HER42PB_1D",121,130.9,132.2,131.6,-5.24634883018767,-7.54893449279712,1.86900766388475,-1.37518596840601,2.23623428800155,0.792399452193202,3.6800691238099,2.24161917090469,0.807479692395402,3.67575864941398
"Isla Hermite","HER42PB","HER42PB_1D",131,143.2,144.4,143.8,-5.31358066022602,-7.61616636244847,1.91163009028688,-2.49468923967047,2.22931297619145,0.785538165311084,3.67308778707181,2.23297309925764,0.795325388538168,3.6706208099771
"Isla Hermite","HER42PB","HER42PB_1D",137,150.7,151.9,151.3,-5.16019781563793,-7.46278360542786,1.70286098950685,-2.83465054333251,2.24510327214366,0.801161176316486,3.68904536797084,2.25269826608682,0.823016340224937,3.6823801919487
"Isla Hermite","HER42PB","HER42PB_1D",144,159.2,160.3,159.8,-5.17753935365011,-7.48012480113649,1.9573798842933,-1.55922834656823,2.2433180137061,0.799400248328275,3.68723577908392,2.25046812925969,0.819892371942644,3.68104388657674
"Isla Hermite","HER42PB","HER42PB_1D",147,162.9,164.1,163.5,-5.1393918757244,-7.44197748055452,1.96026591123516,-3.24274127777449,2.24724518018873,0.803272071095194,3.69121828928227,2.25537392800282,0.826762101844273,3.68398575416136
"Isla Hermite","HER42PB","HER42PB_1E",158,169.3,170.5,169.9,-5.29248262182595,-7.59506751598357,1.04201183760856,-2.89532897662694,2.23148495488465,0.787693542869251,3.67527636690005,2.23568632529232,0.799142312421278,3.67223033816335
"Isla Hermite","HER42PB","HER42PB_1E",162,175.6,176.8,176.2,-5.22341900683287,-7.52600465652975,3.30415011095532,-0.137869265318913,2.23859484336794,0.79473478804872,3.68245489868715,2.24456796607309,0.81161907483625,3.67751685730993
"Isla Hermite","HER42PB","HER42PB_1E",166,181.9,183.1,182.5,-5.13927774282086,-7.44186317699999,1.78038174638881,-1.32293573703716,2.24725692982299,0.803283645121786,3.69123021452419,2.25538860559319,0.826782642646549,3.68399456853983
"Isla Hermite","HER42PB","HER42PB_1E",174,194.9,196.1,195.5,-5.23135222952574,-7.53393750956537,1.52715225967214,-3.04845912130412,2.2377781422922,0.793927085573215,3.68162919901118,2.24354774675502,0.810187279582092,3.67690821392794
"Isla Hermite","HER42PB","HER42PB_1E",179,202.5,203.6,203,-5.2904591235755,-7.59304342283181,1.80032463573834,-1.59290457442546,2.2316932678568,0.787900156188071,3.67548637952554,2.23594654892212,0.799508257600517,3.67238484024373
"Isla Hermite","HER42PB","HER42PB_1F",184,201.4,202.5,202,-5.18516155332541,-7.48774700352412,2.03383566585371,-2.30897025482151,2.24253333150123,0.798625823317144,3.68644083968532,2.2494879077714,0.818518731221465,3.68045708432134
"Isla Hermite","HER42PB","HER42PB_1F",189,208.1,209.3,208.7,-5.07934104609167,-7.38192597841758,1.8375439979815,-1.66901389801175,2.25342722991289,0.809353462852736,3.69750099697305,2.26309651677027,0.837559149462296,3.68863388407825
"Isla Hermite","HER42PB","HER42PB_1F",191,210.9,212.2,211.5,-5.2020162233647,-7.50460186127318,1.95484888808249,-2.48480685476769,2.24079819463627,0.796912420547223,3.68468396872532,2.24732038258781,0.815480063537235,3.67916070163838
"Isla Hermite","HER42PB","HER42PB_1F",197,219.3,220.5,219.9,-5.16969374736611,-7.47227884036016,1.68747249249143,-3.0342315094346,2.24412569493982,0.800197093102995,3.68805429677665,2.2514770810316,0.821305923594679,3.68164823846853
"Isla Hermite","HER42PB","HER42PB_1F",200,223.4,224.6,224,-5.30450144862831,-7.60708553541962,1.67907939267558,-2.49430837179452,2.23024765332907,0.786465949020436,3.67402935763771,2.23414069374268,0.796968253019749,3.67131313446562
"Isla Hermite","HER42PB","HER42PB_1F",205,230.3,231.5,230.9,-5.19182431245404,-7.49440958524436,1.29514935325601,-2.48146901323697,2.24184742077385,0.797948660134903,3.68574618141279,2.24863107116945,0.817317722185173,3.67994442015372
"Isla Hermite","HER42PB","HER42PB_1F",209,235.8,236.9,236.4,-5.26560780501041,-7.56819328513238,1.90557444104051,-0.975045024628193,2.23425163529352,0.790436115760705,3.67806715482634,2.23914245004091,0.804000656703905,3.67428424337791
"Isla Hermite","HER42PB","HER42PB_1F",211,238.4,239.5,239,-5.20040149360353,-7.50298658659758,1.98668743075882,-2.49626512573227,2.24096442613941,0.797076626359722,3.6848522259191,2.2475280382354,0.815771248270029,3.67928482820078
"Isla Hermite","HER42PB","HER42PB_1F",213,241.1,242.3,241.7,-5.17396943814408,-7.47655435452363,1.91247030107364,-2.29392376085972,2.24368552561733,0.799762864468372,3.68760818676628,2.25092722348964,0.820535611708215,3.68131883527106
"Isla Hermite","HER42PB","HER42PB_1G",224,246.9,248.1,247.5,-5.28591242695093,-7.58849771747933,2.16433468456566,-2.25021514390723,2.23216133640449,0.788364337097284,3.6759583357117,2.23653125805098,0.80033043239374,3.67273208370823
"Isla Hermite","HER42PB","HER42PB_1G",231,256.4,257.6,257,-5.34321494666256,-7.64579941210437,2.0230058222657,-1.71087099500821,2.22626221680292,0.782507271010207,3.67001716259563,2.22916210432274,0.789959863869943,3.66836434477554
"Isla Hermite","HER42PB","HER42PB_1G",232,257.7,258.9,258.3,-5.32516680842336,-7.6277516959748,1.74354333587141,-2.39789282980135,2.22812021757836,0.784353653633196,3.67188678152352,2.23148311055183,0.793228217836166,3.6697380032675
"Isla Hermite","HER42PB","HER42PB_1G",236,263.2,264.4,263.8,-5.32512818595531,-7.62771266264547,1.73129768573607,-1.74570141100633,2.22812419364363,0.784357603231583,3.67189078405567,2.23148807743472,0.793235210030513,3.66974094483892
"Isla Hermite","HER42PB","HER42PB_1G",240,268.6,269.8,269.2,-5.14775070163623,-7.45033648280682,1.86874729796836,-1.96631466959289,2.24638466455991,0.802424253966159,3.69034507515367,2.2542989757417,0.825257536388643,3.68334041509475
"Isla Hermite","HER42PB","HER42PB_1G",245,275.2,276.4,275.8,-5.37589692692776,-7.67848137152109,1.83058605905186,-2.36911902230166,2.2228977066318,0.779159991300949,3.66663542196265,2.22495917331849,0.784036753979706,3.66588159265728
"Isla Hermite","HER42PB","HER42PB_1G",253,285.8,286.9,286.3,-5.19745119534292,-7.50003683076952,1.78137192265335,-2.46612382466628,2.24126815034538,0.797376618469726,3.68515968222104,2.24790744915025,0.816303237695184,3.67951166060531
"Isla Hermite","HER42PB","HER42PB_1H",260,285,286.2,285.6,-5.19068164114399,-7.49326673413804,2.04697181974825,-1.37035494328004,2.24196505529947,0.798064808928572,3.68586530167037,2.24877801969086,0.817523714891593,3.68003232449012
"Isla Hermite","HER42PB","HER42PB_1H",264,290.3,291.5,290.9,-5.20123693638008,-7.50382293685755,1.65810898608397,-1.44076404647908,2.2408784198541,0.796991669638561,3.68476517006965,2.24742059956984,0.815620594483078,3.67922060465659
"Isla Hermite","HER42PB","HER42PB_1H",269,297,298.2,297.6,-5.25347249864453,-7.55605720918033,1.71597003423334,-2.67408876971935,2.23550092806484,0.791673435640369,3.67932842048931,2.24070306096342,0.806193085541645,3.67521303638519
"Isla Hermite","HER42PB","HER42PB_1H",273,302.3,303.5,302.9,-5.25140878096168,-7.55399406479067,1.60295090623257,-2.40889243452783,2.23571338150487,0.791883785691112,3.67954297731862,2.24096845684711,0.806565843828531,3.67537106986569
"Isla Hermite","HER42PB","HER42PB_1H",278,309.3,310.6,309.9,-5.21676890078973,-7.51935380944619,1.67493508847768,-1.353320375901,2.23927945149877,0.795411630317129,3.68314727268041,2.24542317547728,0.812819013356744,3.67802733759781
"Isla Hermite","HER42PB","HER42PB_1H",281,313.5,314.8,314.2,-5.22481433447653,-7.52739924164393,2.25948100147014,-0.95939482318925,2.2384511986435,0.794592746982646,3.68230965030436,2.24438852572807,0.811367271038543,3.6774097804176
"Isla Hermite","HER42PB","HER42PB_1H",286,320.5,321.8,321.1,-5.23258468370546,-7.53516902759487,1.64702831504537,-2.42164849922512,2.23765126489403,0.793801580199906,3.68150094958815,2.24338925207871,0.809964812688583,3.67681369146883
"Isla Hermite","HER42PB","HER42PB_1I",301,332.1,333.3,332.7,-5.21012170776367,-7.51270661764139,1.61966314688395,-2.2340909525194,2.23996375974337,0.796087973139009,3.68383954634774,2.24627801026494,0.814018172073633,3.67853784845625
"Isla Hermite","HER42PB","HER42PB_1I",303,334.9,336.2,335.6,-5.19835728703051,-7.50094310392365,1.64497303559837,-3.95444941132829,2.2411748709702,0.797284489543855,3.68506525239655,2.24779092497345,0.816139859145626,3.67944199080128
"Isla Hermite","HER42PB","HER42PB_1I",312,347.6,348.8,348.2,-5.25886014290403,-7.56144523589807,1.52821361590932,-1.88000838037457,2.23494628652347,0.791124193121634,3.6787683799253,2.24001020523943,0.805219829203679,3.67480058127518
"Isla Hermite","HER42PB","HER42PB_1I",317,354.3,355.4,354.9,-5.04477373589715,-7.34735851847289,2.23453389763378,-1.86381868643724,2.25698582904899,0.812846612582564,3.70112504551542,2.26754190283841,0.843764761749189,3.69131904392763
"Isla Hermite","HER42PB","HER42PB_1I",320,358.3,359.6,358.9,-5.15442327760962,-7.45700819740779,2.11298642195584,-0.830153401126677,2.24569774321831,0.801747239157759,3.68964824727886,2.25344087668499,0.824056200632982,3.68282555273701
"Isla Hermite","HER42PB","HER42PB_1I",322,361,362.2,361.6,-5.0600082755707,-7.3625928957894,2.12503770903921,-1.79703563172612,2.25541747966294,0.811307784083966,3.69952717524191,2.26558272782484,0.841030679351713,3.69013477629797
"Isla Hermite","HER42PB","HER42PB_1J",335,369.7,370.8,370.2,-5.05683893121268,-7.35942402420673,2.29659947728462,-2.40288138683043,2.25574375399643,0.811628004745795,3.69985950324707,2.26599030825777,0.841599580922107,3.69038103559344
"Isla Hermite","HER42PB","HER42PB_1J",340,376.7,377.9,377.3,-5.17630807410919,-7.47889369818746,2.66471064713136,-1.73344536778569,2.24344477017879,0.799525322839271,3.6873642175183,2.25062647287643,0.820114236480902,3.68113870927197
"Isla Hermite","HER42PB","HER42PB_1J",342,379.6,380.9,380.3,-5.25918915767314,-7.56177405834173,2.11429170272501,-1.48292056330192,2.23491241545665,0.791090647445177,3.67873418346813,2.2399678936548,0.805160388619469,3.67477539869012
"Isla Hermite","HER42PB","HER42PB_1J",346,385.3,386.5,385.9,-5.26603528550732,-7.5686211530884,1.82257718388472,-1.74940851807792,2.23420762748041,0.790392517374106,3.67802273758671,2.23908747567829,0.803923410440909,3.67425154091567
"Isla Hermite","HER42PB","HER42PB_1J",349,389.6,390.9,390.2,-5.36288938157986,-7.66547511459554,1.88303055604953,-2.10695399408414,2.22423679374553,0.780492808417996,3.66798077907307,2.22663195493051,0.786394897431105,3.66686901242992
"Isla Hermite","HER42PB","HER42PB_1J",352,394,395.2,394.6,-5.23054975204862,-7.53313540572938,1.9514685528955,-1.74948348202766,2.23786075490049,0.794008801076726,3.68171270872425,2.24365094605449,0.810332127882389,3.67696976422659
"Isla Hermite","HER42PB","HER42PB_1J",353,395.4,396.6,396,-5.12080753422184,-7.42339245974535,2.05745962610653,-1.46930097950712,2.24915838145443,0.80515589003689,3.69316087287197,2.25776389043657,0.830105779155044,3.68542200171811
"Kerguelen","KER1","CAT1-S1-1A",1,0,1.4,0.7,-5.26493191469563,-7.56751797485583,3.26850834881966,-1.74658466689609,2.23432121613961,0.790505047549056,3.67813738473016,2.23922937012153,0.804122788799929,3.67433595144313
"Kerguelen","KER1","CAT1-S1-1A",3,3.1,4.7,3.9,-4.91159643808945,-7.21418125937127,3.68722538464496,-1.95198906125975,2.27069602559768,0.826253391947955,3.71513865924742,2.28466861882918,0.867607417027834,3.70172982063052
"Kerguelen","KER1","CAT1-S1-1A",5,6.4,7.8,7.1,-4.80006355792457,-7.1026491369913,3.36189597802682,-1.27063138453476,2.28217799537687,0.837418658823627,3.72693733193012,2.29901184394082,0.887494048315256,3.71052963956639
"Kerguelen","KER1","CAT1-S1-1A",7,9.3,10.6,9.9,-5.02147124149201,-7.32405587958347,2.7016286993214,-2.91875252888907,2.25938474976317,0.81519831780723,3.70357118171911,2.27053862382707,0.847944136490159,3.69313311116398
"Kerguelen","KER1","CAT1-S1-1A",8,10.7,12,11.4,-4.92833754632256,-7.23092222486773,3.43866497534527,-2.4149773400962,2.26897257957425,0.824572558846305,3.71337260030219,2.28251569779234,0.864616027370029,3.70041536821465
"Kerguelen","KER1","CAT1-S1-1A",9,12.1,13.6,12.8,-5.05770646158743,-7.36029155458148,2.61042707523254,-3.2702197257994,2.25565444439077,0.811540356767418,3.69976853201413,2.26587874309925,0.841443863895804,3.69031362230269
"Kerguelen","KER1","CAT1-S1-1A",11,15.1,16.5,15.8,-5.18068829829958,-7.48327410251449,2.38539232016747,-2.484934254169,2.24299383946037,0.799080343958783,3.68690733496195,2.25006317224697,0.819324923064964,3.68080142142898
"Kerguelen","KER1","CAT1-S1-1A",13,18,19.4,18.7,-5.15947288839275,-7.46205745916891,2.01322577114556,-3.37694464141119,2.24517790119215,0.801234758211562,3.68912104417273,2.25279149235921,0.823146893407252,3.68243609131117
"Kerguelen","KER1","CAT1-S1-1A",17,24,25.5,24.7,-5.11577700036127,-7.41836259324605,2.80274747857481,-2.81388082724466,2.24967625956961,0.805665542040063,3.69368697709916,2.25841082145357,0.831010523079787,3.68581111982736
"Kerguelen","KER1","CAT1-S1-1A",20,28.6,30,29.3,-5.13199274788051,-7.43457817958314,2.73086668999456,-2.34659973066335,2.24800689782904,0.804022280513252,3.69199151514483,2.25632546226014,0.828093586213317,3.68455733830696
"Kerguelen","KER1","CAT1-S1-1A",23,33,34.4,33.7,-4.80259543140301,-7.10517991526624,3.67323041335664,-1.21291918746996,2.28191734672581,0.837165832226099,3.72666886122552,2.29868624281583,0.887043434455644,3.71032905117601
